geoid,total_pop,no_car
36043010501,2769,184
36043010502,1798,10
36043010701,2911,234
36043010702,2064,327
36043010900,3469,142
36043011001,2080,136
36043011002,3152,50
36043011100,2562,724
36043011200,5796,736
36043011301,1762,8
36043011302,3395,249
36043011400,4860,151
36043011501,3093,109
36043011502,1952,34
36045060100,4158,265
36045060200,7402,283
36045060300,3998,141
36045060400,6323,134
36045060500,5258,300
36045060600,6776,643
36045060700,4270,121
36045060803,7369,672
36045060804,4987,251
36045060900,6366,338
36045061000,3937,156
36045061100,6267,317
36045061200,3641,334
36045061300,2532,451
36045061400,3672,698
36045061500,3767,448
36045061600,4036,107
36045061700,2480,22
36045061800,7150,203
36045061900,3496,191
36045062100,4977,630
36045062200,4668,231
36045062400,4198,43
36045062500,3341,217
36045980000,0,0
36045990001,0,0
36047000100,4576,1916
36047000200,1014,379
36047000301,4835,2028
36047000501,3377,2504
36047000502,2722,1765
36047000700,3479,1983
36047000900,4266,2773
36047001100,158,50
36047001300,2236,724
36047001500,2246,1709
36047001800,2440,0
36047002000,1611,792
36047002100,2880,1262
36047002200,5181,1883
36047002300,4043,3169
36047002901,2795,1996
36047003000,1873,393
36047003100,2715,643
36047003300,2352,1395
36047003400,3065,902
36047003500,1437,1020
36047003600,4201,1541
36047003700,220,138
36047003800,1515,233
36047003900,2134,1322
36047004100,4062,1922
36047004300,3329,1758
36047004400,2426,223
36047004500,3609,1954
36047004600,1074,308
36047004700,1185,386
36047004900,2883,1078
36047005000,2483,417
36047005100,2304,860
36047005201,1856,789
36047005202,2486,782
36047005300,2037,894
36047005400,3184,904
36047005601,2687,689
36047005602,1595,616
36047005800,3500,1464
36047005900,1199,430
36047006000,2363,1410
36047006200,2872,985
36047006300,1817,1118
36047006400,3922,1520
36047006500,5262,2340
36047006600,3478,1590
36047006700,3184,1179
36047006800,4774,2278
36047006900,3347,1744
36047007000,2714,873
36047007100,4544,3023
36047007200,1774,1131
36047007400,5582,2987
36047007500,4922,2131
36047007600,4389,2521
36047007700,4719,2008
36047007800,5728,3106
36047008000,3816,1953
36047008200,4722,2780
36047008400,3793,2013
36047008500,7737,6103
36047008600,0,0
36047008800,3007,2076
36047009000,2820,1935
36047009200,5106,2999
36047009400,4939,2075
36047009600,6615,3259
36047009800,6569,3523
36047010000,6360,3666
36047010100,4211,1966
36047010200,5461,2275
36047010400,5380,3100
36047010600,6054,3416
36047010800,5148,2334
36047011000,2320,999
36047011200,5779,2900
36047011400,4286,1288
36047011600,4377,1834
36047011700,2613,1523
36047011800,2426,1143
36047011900,1635,734
36047012000,1542,636
36047012100,1800,736
36047012200,5230,2555
36047012600,2880,1420
36047012700,3559,2088
36047012801,2045,405
36047012901,2275,1170
36047012902,2146,987
36047013000,5291,2674
36047013100,4227,2388
36047013200,1769,747
36047013300,3759,2054
36047013400,3935,1346
36047013500,3466,1687
36047013600,3785,1482
36047013700,3835,1524
36047013800,3452,1295
36047013900,4198,2215
36047014000,2064,779
36047014100,2939,1403
36047014200,2870,1202
36047014300,3308,1946
36047014500,4111,2097
36047014700,2146,963
36047014800,1282,87
36047014900,5370,2128
36047015000,1737,289
36047015100,3751,1621
36047015200,2369,309
36047015300,2601,1352
36047015400,0,0
36047015500,3562,1345
36047015700,3810,1780
36047015900,5817,2403
36047016000,3982,1753
36047016100,3068,1799
36047016200,2225,606
36047016300,3341,1568
36047016400,744,228
36047016500,4873,1547
36047016600,2013,187
36047016700,5073,2110
36047016800,1532,202
36047016900,4593,2223
36047017000,3286,615
36047017100,3941,912
36047017200,2891,639
36047017400,1694,615
36047017500,22,22
36047017600,1765,741
36047017700,0,0
36047017800,2422,745
36047017900,3782,1608
36047018000,2807,1130
36047018100,4124,1943
36047018200,2771,1419
36047018300,2423,1044
36047018400,1765,365
36047018501,2736,2281
36047018600,1660,665
36047018700,1707,848
36047018800,2912,714
36047019000,4741,1510
36047019100,2279,1239
36047019200,2237,810
36047019300,6218,2480
36047019400,3869,1575
36047019500,3733,1748
36047019600,4622,1801
36047019700,3271,1701
36047019800,1778,564
36047019900,3141,1455
36047020000,2284,937
36047020100,3228,1572
36047020200,2055,260
36047020300,1610,947
36047020400,1666,289
36047020500,2686,1666
36047020600,2199,450
36047020700,5504,2779
36047020800,2656,721
36047021000,3897,1258
36047021100,1322,463
36047021200,4211,1403
36047021300,4655,2821
36047021400,2183,824
36047021500,5246,2907
36047021600,3632,1566
36047021700,3614,2585
36047021800,4220,1442
36047021900,3828,2562
36047022000,4950,2095
36047022100,3711,2056
36047022200,3606,1597
36047022400,5291,2135
36047022600,2443,1371
36047022700,3017,1593
36047022800,3488,1093
36047022900,3209,1876
36047023000,4401,1525
36047023100,3204,1637
36047023200,6469,3374
36047023300,4835,2994
36047023400,5050,2034
36047023500,2892,1466
36047023600,5057,2771
36047023800,4594,1467
36047024000,4367,1897
36047024100,1993,1341
36047024200,2713,817
36047024300,3668,2228
36047024400,3526,1047
36047024500,3899,2153
36047024600,3320,814
36047024700,2056,1417
36047024800,2291,1094
36047024900,4144,2171
36047025000,2042,664
36047025100,3857,2359
36047025200,5622,2410
36047025300,2184,1042
36047025400,3453,1183
36047025500,5547,3935
36047025600,3217,1266
36047025700,1674,646
36047025800,4878,1589
36047025901,1627,1274
36047025902,3998,2745
36047026000,3462,1550
36047026100,4327,2596
36047026200,2481,696
36047026300,1795,995
36047026400,3840,1457
36047026500,3943,2189
36047026600,3428,732
36047026700,4387,1557
36047026800,4021,1442
36047026900,2487,1524
36047027000,1750,793
36047027100,2729,1460
36047027200,3039,1372
36047027300,3337,1676
36047027400,2593,974
36047027500,3961,1607
36047027600,3435,1761
36047027700,3362,2161
36047027800,2694,1070
36047027900,3310,1647
36047028000,1602,513
36047028100,4218,2710
36047028200,2596,1254
36047028300,3298,2082
36047028400,3434,2067
36047028501,808,388
36047028502,3254,2172
36047028600,4375,2076
36047028700,3243,1990
36047028800,2716,1192
36047028900,3387,2087
36047029000,3327,1856
36047029100,2885,1810
36047029200,1724,940
36047029300,3163,1918
36047029400,2151,671
36047029500,3542,1739
36047029600,3944,1477
36047029700,3553,1748
36047029800,3608,1696
36047029900,1960,810
36047030000,3617,1850
36047030100,2457,1087
36047030200,3935,1361
36047030300,4491,2248
36047030400,4099,1395
36047030500,5511,3540
36047030600,2257,558
36047030700,4406,3075
36047030800,1741,681
36047030900,1623,988
36047031100,2559,1664
36047031300,4204,2762
36047031400,4196,1201
36047031500,4804,2803
36047031701,3667,2322
36047031702,3239,2023
36047031900,3373,1689
36047032100,5690,2493
36047032300,3675,2047
36047032500,6217,3321
36047032600,7224,4874
36047032700,3237,2308
36047032800,3355,2015
36047032900,5050,3133
36047033000,4355,2458
36047033100,4277,1786
36047033300,4416,1446
36047033500,2922,731
36047033600,4386,584
36047033700,4159,1385
36047033900,4197,2223
36047034000,2819,1559
36047034100,2709,1227
36047034200,5736,4294
36047034300,4873,3351
36047034500,1764,1103
36047034700,3324,1996
36047034800,2005,578
36047034900,6103,3392
36047035000,2914,1344
36047035100,4598,2745
36047035200,1112,506
36047035300,5211,3143
36047035400,5064,1824
36047035500,5011,2604
36047035601,2857,901
36047035602,5124,2413
36047035700,1880,1397
36047035900,5425,3785
36047036001,2879,1688
36047036002,3482,2890
36047036100,2330,1181
36047036200,3707,2359
36047036300,3486,1433
36047036400,2376,1342
36047036501,2133,1128
36047036502,1066,434
36047036600,3915,1586
36047036700,1030,463
36047036900,4684,2483
36047037000,4128,1052
36047037100,4060,1632
36047037300,3997,2699
36047037401,4420,1554
36047037402,3836,1784
36047037500,2905,1754
36047037700,3469,1786
36047037900,4027,2046
36047038100,4318,2703
36047038200,5462,3601
36047038300,3178,1752
36047038500,3255,1948
36047038600,2988,798
36047038700,3616,2137
36047038800,3054,818
36047038900,2493,1281
36047039000,1918,379
36047039100,2794,1269
36047039200,2229,569
36047039300,3102,1512
36047039400,2362,749
36047039500,3636,2293
36047039600,1724,344
36047039700,3238,1843
36047039800,2205,537
36047039900,4059,2078
36047040000,2804,1158
36047040100,3517,1986
36047040200,2552,575
36047040300,3304,1478
36047040400,2591,555
36047040500,1832,628
36047040600,3134,866
36047040700,0,0
36047040800,3274,1083
36047040900,3372,1897
36047041000,1615,407
36047041100,2832,1921
36047041200,2948,1193
36047041300,3315,1260
36047041401,1132,514
36047041402,1675,539
36047041500,3482,1815
36047041600,2605,653
36047041700,3538,1574
36047041800,1760,656
36047041900,3565,1682
36047042000,1768,271
36047042100,3601,1446
36047042200,2879,905
36047042300,3125,1278
36047042400,3335,1482
36047042500,2432,1458
36047042600,4020,1675
36047042700,6366,3656
36047042800,3856,1319
36047042900,6010,4236
36047043000,3432,1423
36047043100,5441,3491
36047043200,4035,2034
36047043300,4393,2440
36047043400,3678,1300
36047043500,4835,2777
36047043600,4354,2418
36047043700,4724,3290
36047043800,2699,778
36047043900,3461,1905
36047044000,2720,702
36047044100,6648,4178
36047044200,2628,478
36047044300,6196,3028
36047044400,3061,772
36047044500,4822,2654
36047044600,1826,653
36047044700,1880,1144
36047044800,1762,380
36047044900,2581,1904
36047045000,758,179
36047045200,2546,406
36047045300,1822,1163
36047045400,1525,316
36047045600,2245,929
36047045800,1367,163
36047046000,3213,1114
36047046201,2359,828
36047046202,1894,471
36047046400,3154,719
36047046800,1570,364
36047047000,3592,522
36047047200,3212,1020
36047047400,2876,1018
36047047600,3349,1013
36047047700,2694,1673
36047047800,5199,1983
36047048000,3743,1119
36047048100,2619,1438
36047048200,5709,2451
36047048400,4615,1808
36047048500,2399,1135
36047048600,3492,1910
36047048800,4503,1586
36047048900,4244,3087
36047049000,6602,2773
36047049100,6049,3929
36047049200,2942,1223
36047049300,7777,5423
36047049400,6094,1614
36047049500,2564,1268
36047049600,4243,1882
36047049700,2649,1789
36047049800,4343,1601
36047049900,1515,1016
36047050000,3893,1502
36047050100,2678,1345
36047050202,2462,797
36047050300,2574,1577
36047050400,5095,2007
36047050500,3686,2612
36047050600,6220,3677
36047050700,1684,700
36047050801,3897,2777
36047050803,2810,1475
36047050804,6026,3428
36047050900,3673,1530
36047051001,3870,2513
36047051002,3733,2346
36047051100,3899,2314
36047051200,6702,3754
36047051300,4520,2530
36047051400,7620,4156
36047051500,1188,554
36047051601,5855,3104
36047051602,3279,1546
36047051700,1459,979
36047051800,3401,1990
36047051900,3211,1738
36047052000,4332,2472
36047052300,5369,3539
36047052500,3244,1803
36047052600,3907,1804
36047052700,6941,4486
36047052800,1927,673
36047052900,3895,1806
36047053000,3255,1028
36047053100,6509,2619
36047053200,2663,943
36047053300,7490,4519
36047053400,3952,837
36047053500,4280,2605
36047053700,3665,1505
36047053800,4725,1917
36047053900,3153,1683
36047054200,4352,1046
36047054300,127,48
36047054400,3557,943
36047054500,8475,4634
36047054600,4282,1820
36047054700,4881,2007
36047054800,2002,308
36047054900,3010,1737
36047055000,3246,1278
36047055100,4346,2817
36047055200,3383,1717
36047055300,2409,1335
36047055400,3378,1663
36047055500,1638,665
36047055600,3616,1045
36047055700,1404,769
36047055800,2304,935
36047056000,3054,1039
36047056100,3066,1814
36047056200,1764,194
36047056300,4090,2402
36047056400,1668,392
36047056500,3053,1782
36047056600,2603,435
36047056800,1319,147
36047056900,1565,1058
36047057000,3047,672
36047057100,4324,2306
36047057200,4808,3911
36047057300,2085,927
36047057400,2829,693
36047057500,3502,2027
36047057600,3134,847
36047057800,3170,829
36047057900,1138,691
36047058000,3857,1526
36047058200,2582,1212
36047058400,3183,904
36047058600,2409,802
36047058800,3300,1115
36047058900,1750,434
36047059000,1822,291
36047059100,3907,2045
36047059200,4104,1174
36047059300,1520,888
36047059401,7107,1676
36047059402,4624,859
36047059600,2295,526
36047059800,3172,490
36047060000,6e3,1556
36047060600,2802,1063
36047060800,2847,1122
36047061002,3788,1427
36047061003,1289,473
36047061004,5207,3294
36047061200,1120,171
36047061600,1709,205
36047062000,1804,107
36047062200,2832,485
36047062600,2411,496
36047062800,5063,442
36047063200,1474,168
36047063600,1210,49
36047063800,1627,144
36047064000,1814,9
36047064200,2645,214
36047064400,2362,222
36047064600,2261,245
36047064800,2078,259
36047065000,1461,380
36047065200,1415,103
36047065400,1714,128
36047065600,1884,244
36047065800,2153,287
36047066000,1692,107
36047066200,1394,71
36047066600,0,0
36047067000,2971,689
36047067200,1622,311
36047067400,2347,324
36047067600,2270,340
36047067800,2673,662
36047068000,2036,409
36047068200,2903,365
36047068600,1332,251
36047068800,1636,268
36047069000,1519,135
36047069200,2379,585
36047069601,4683,595
36047069602,5996,414
36047069800,1271,68
36047070000,2031,104
36047070201,7060,204
36047070202,146,0
36047070203,0,0
36047070600,2739,218
36047072000,2225,388
36047072200,3178,580
36047072400,2171,559
36047072600,2707,412
36047072800,3710,884
36047073000,2428,365
36047073200,2735,272
36047073400,2236,236
36047073600,3072,1377
36047073800,3773,692
36047074000,3568,843
36047074200,3416,637
36047074400,2230,144
36047074600,1688,141
36047074800,2026,182
36047075000,3068,930
36047075200,1121,81
36047075400,1386,68
36047075600,1819,329
36047075800,1892,337
36047076000,2980,745
36047076200,4183,2061
36047076400,3761,1481
36047076600,2270,1147
36047076800,3220,1059
36047077000,2655,1010
36047077200,3855,706
36047077400,3028,1272
36047077600,4264,1181
36047078000,2641,360
36047078200,4133,2023
36047078400,2963,562
36047078600,4389,1946
36047078800,3204,1384
36047079000,5628,2588
36047079200,3694,2037
36047079400,1844,835
36047079601,4154,2777
36047079602,5557,3373
36047079801,3520,1711
36047079802,5338,3730
36047080000,3659,1584
36047080200,4037,2236
36047080400,3131,1492
36047080600,3244,1336
36047080800,1157,136
36047081000,1875,1117
36047081400,2892,841
36047081600,2522,1301
36047081800,4821,2537
36047082000,5474,3124
36047082200,5792,3499
36047082400,4562,2135
36047082600,6291,3250
36047082800,3573,1955
36047083000,5822,3223
36047083200,2507,234
36047083400,2184,263
36047083600,2297,605
36047083800,2599,695
36047084000,2573,603
36047084600,1777,416
36047084800,1934,475
36047085000,1556,302
36047085200,0,0
36047085400,1821,612
36047085600,3716,1538
36047085800,2588,902
36047086000,3023,1725
36047086200,3128,1591
36047086400,2635,475
36047086600,3285,1449
36047086800,2991,1294
36047087000,2776,1301
36047087200,2939,801
36047087401,3918,1356
36047087600,1485,585
36047087800,3257,1446
36047088000,2652,898
36047088200,6261,2994
36047088400,5231,2757
36047088600,4061,2073
36047088800,4236,1778
36047089000,6169,3346
36047089200,3169,2136
36047089400,3533,1327
36047089600,3384,1956
36047089800,1787,621
36047090000,5470,3688
36047090200,3652,1137
36047090600,3685,2856
36047090800,2978,2292
36047091000,5368,4022
36047091200,6416,5022
36047091600,4016,1704
36047091800,2928,1117
36047092000,2367,943
36047092200,2488,1481
36047092400,2342,977
36047092800,2649,801
36047093000,2639,663
36047093200,1264,165
36047093400,2544,632
36047093600,2030,554
36047093800,2303,860
36047094401,3121,901
36047094402,2821,2134
36047094600,1790,561
36047095000,2955,677
36047095400,4067,1107
36047095600,4267,1010
36047095800,2838,463
36047096000,0,0
36047096200,1489,392
36047096400,2422,852
36047096600,2454,755
36047096800,1583,310
36047097000,1548,458
36047097400,3262,424
36047098200,4288,2987
36047098400,1966,392
36047098600,2972,627
36047098800,2933,713
36047099000,1618,351
36047099200,1620,283
36047099400,2009,265
36047099600,3614,315
36047099800,3535,506
36047100400,2605,508
36047100600,2560,256
36047100800,2328,487
36047101000,2425,386
36047101200,2419,544
36047101400,2355,568
36047101600,1613,39
36047101800,1699,430
36047102000,2244,145
36047102200,1895,388
36047102400,1866,314
36047102600,2935,677
36047102800,1757,237
36047103400,3292,2236
36047105801,7408,3860
36047105804,5817,3938
36047107000,1124,42
36047107800,4368,803
36047109800,1660,473
36047110400,4921,2610
36047110600,4423,2874
36047111000,3306,2518
36047111600,2530,594
36047111800,2885,1305
36047112000,3652,1645
36047112200,2814,1095
36047112400,3665,1495
36047112600,3850,1925
36047112800,4073,1994
36047113000,4408,2419
36047113200,2068,774
36047113400,3142,1647
36047114201,1364,405
36047114202,2251,1207
36047114400,2262,1153
36047114600,2317,809
36047115000,1922,990
36047115200,3163,1505
